Gene_ID blastula_rep1	blastula_rep2	gastrula_rep1	gastrula_rep2	elongation_rep1	elongation_rep2	early_larva_rep1	early early_larva_rep2	mitraria_larva_rep1	mitraria_larva_rep2	competent_larva_rep1	competent_larva_rep2	juvenile_rep1
OFUSG00163.1	571.545	556.491	284.621	861.172	182.852	287.86	34.4029	82.9593	22.6892	27.163	52.3329	30.0819	91.57
OFUSG00164.1	10.4992	5.56488	28.7593	28.4083	15.0831	8.45881	1.73198	0.924605	6.71724	7.33086	7.8095	5.46699	9.14546
OFUSG00165.1	0.113761	0.0349632	0.0645015	0.223031	0.0649839	0.248138	0.694902	0.666031	0.187118	0.328856	1.52166	0.66894	1.67663
OFUSG00166.1	54.8669	58.5892	1.13846	8.36675	2.47634	0.924617	0.572346	0.56294	0.156984	0.096832	0	0	0
OFUSG00166.2	18.5246	15.02	19.5527	32.6504	24.6981	30.5986	14.769	27.0909	19.3324	24.3088	1.9952	6.95724	1.05534
OFUSG00167.1	0.089188	0.128391	0	0.0314461	0.118773	0	0.0353853	0.0283088	0	0.022273	0	0.114453	0.655589
OFUSG00168.1	0.487944	0.288509	1.61296	0.376165	1.19509	0.271681	0.68794	0.379774	0.424088	0.365423	1.05431	1.98763	0.323568
OFUSG00169.1	0.266837	0.303441	2.45746	2.22083	3.24404	3.21757	2.47089	2.44863	2.37453	1.7457	4.35949	2.03226	5.72211
OFUSG00170.1	1.89359	0.766502	3.2707	1.13716	0.934674	0.816115	0.310691	0.304825	0.243224	0.228788	13.6892	4.00298	43.1437
OFUSG00171.1	33.3165	16.7543	32.3239	8.055	4.99273	4.09866	0.533802	0.21228	0	0.1254	0.00596928	0.0484807	0.0980164
OFUSG00172.1	1.59313	0.456281	0.471847	0.736721	0.198961	0.507206	0.118424	0.165976	0.0523466	0.0932588	54.9398	37.2807	49.672
OFUSG00173.1	35.7271	44.7749	60.7298	93.9393	78.7445	98.9353	64.9048	82.0706	61.3837	76.1634	26.5859	36.0071	28.8898
OFUSG00174.1	12.3399	16.31	6.4077	12.7585	11.7366	11.7827	6.20856	11.9873	8.62925	6.73701	7.5184	6.43554	3.77471
OFUSG00175.1	131.877	88.8836	52.541	42.1516	55.9054	39.2715	41.009	30.4195	28.9582	23.5179	11.468	12.2343	9.17315
OFUSG00176.1	1.81862	1.10009	1.43061	0.786695	0.522981	0.533522	0.557364	1.3121	0.348156	0.206451	0.0837016	0.21958	0.199508
OFUSG00177.1	32.7435	21.8101	21.1801	26.4645	29.4521	25.964	31.3378	39.7564	49.8658	59.7234	78.9392	58.5631	54.5055
OFUSG00178.1	1.11682	1.40725	17.337	17.3291	66.2713	57.1778	105.771	77.9795	117.806	79.7571	32.1405	97.1303	28.5341
OFUSG00179.1	37.6475	62.7551	23.6294	38.4673	12.0268	31.6478	7.7211	13.8229	6.34393	8.50056	30.9506	8.85648	62.4975
OFUSG00180.1	0.251052	0.0398991	0.601579	0.093355	0.149945	0.118943	0.0735203	0	0.168648	0	0.492013	0.0208502	0.303355
OFUSG00181.1	2.09847	1.75769	4.34325	1.46088	2.98246	1.45153	8.46935	1.81978	5.40396	2.56526	11.1584	8.04283	41.9497
OFUSG00182.1	28.3674	25.0091	7.40125	4.76033	7.55401	5.87579	8.10166	7.14266	9.74321	8.32181	1.87892	4.554	1.75546
OFUSG00183.1	0.153433	0.109927	0.113934	0.0539641	0.0383537	0.156126	0.151785	0.0731345	0.106874	0.0766682	0.0489248	0.0776991	0.0305912
OFUSG00184.1	0.634554	1.63183	0.646437	1.65424	0.9202	1.06135	0.0689622	1.15136	0.246857	0.51824	0.308088	1.91257	0.727913
OFUSG00185.1	0	0	0.535992	0.633236	1.4174	0.665987	1.29753	1.7302	1.68439	2.1405	1.19256	1.82949	0.889263
OFUSG00185.2	56.4595	42.7257	25.0903	26.3634	28.9448	24.892	14.1385	14.8338	7.30306	10.5538	7.97851	10.2149	11.5688
OFUSG00186.1	17.9473	13.4858	24.8111	22.2479	21.4872	26.1621	21.738	19.4005	17.8631	17.0999	13.1554	14.2544	12.871
OFUSG00187.1	0.364785	0.482794	10.9858	4.63752	158.337	70.5979	98.5813	69.7286	20.7539	24.3466	16.8156	18.5802	0.926965
OFUSG00188.1	59.4006	55.602	51.8488	64.626	39.3356	52.3784	24.9827	31.6533	17.8392	22.1795	19.7604	22.2561	22.9293
OFUSG00189.1	22.3786	29.7299	8.92631	27.8421	11.091	14.1476	4.3772	11.4658	5.06499	7.69098	8.94946	10.4129	9.25117
OFUSG00190.1	110.288	90.4564	21.6556	30.261	18.8379	19.89	9.50245	22.0428	21.9903	29.2154	24.0592	23.6153	15.3647
OFUSG00191.1	1.81198	1.04606	1.12655	1.09073	5.67842	4.5543	10.2282	10.1431	15.4243	12.4747	13.3788	12.7333	3.26794
OFUSG00192.1	5.12069	10.9437	4.61929	7.64008	6.4554	6.34925	4.89163	6.92548	8.11974	8.41868	6.26684	7.17631	5.66092
OFUSG00193.1	0.168987	0	0.681825	2.32795	0.421613	1.94019	0.503826	0.040194	0.448276	0.53789	15.5513	4.91109	52.5454
OFUSG00194.1	0.13798	0.199518	0.186017	0.585182	2.20268	1.54957	4.11621	2.88733	8.75308	3.89208	5.33276	7.01464	6.61222
OFUSG00195.1	1.51239	3.53853	0.486661	0.487097	0	0.156217	0	0	0	0	0	0.0633557	0.0508092
OFUSG00196.1	0.0620013	0.311615	0.061691	1.33824	0.0826166	1.2207	0.0740593	0.472599	0.0433649	0.639355	0.287548	0.316511	1.33724
OFUSG00197.1	89.236	94.0691	84.6595	126.781	83.5606	108.132	62.5758	100.606	59.0978	82.3229	74.3653	134.796	68.2195
OFUSG00197.2	1127.73	950.294	1033.85	1154.92	1125.48	1276.4	959.858	1135.75	834.961	935.016	850.607	1308.94	696.284
OFUSG00198.1	28.2336	31.051	13.7545	34.1929	15.813	22.918	8.02085	17.8602	10.7805	11.7414	7.09619	9.72581	6.78174
OFUSG00199.1	12.3257	12.7351	6.19205	4.63684	5.14783	5.07128	4.61431	5.16946	4.55524	5.70784	3.9481	5.23894	3.72788
OFUSG00200.1	1.37743	0.395016	5.40301	0.872346	3.54972	0.996954	1.83574	0.423044	0.560415	0.344119	1.07112	0.243732	1.71872
OFUSG00201.1	6.50835	33.6574	2.17607	3.30759	0.495075	1.0322	0.508718	0.600729	0.094598	0.0675009	0.107781	0.715281	0.415424
OFUSG00202.1	0.715258	0.781022	0.514645	1.59854	0.427384	1.53728	0.0856919	0.950922	0.231211	0.267548	0.0303446	0.326295	0.107851
OFUSG00203.1	101.396	120.927	32.2228	49.6026	22.0038	26.8222	11.8423	14.9626	8.30458	8.48649	5.45127	8.37075	5.0909
OFUSG00204.1	0.602227	0.687446	1.05156	2.29323	1.05796	1.33775	0.780568	0.782586	0.764869	0.697496	2.6161	2.3448	7.06367
OFUSG00205.1	0.791027	1.08221	1.27614	1.02353	0.899147	1.32641	1.18715	0.859805	0.329855	1.00625	1.08697	1.01132	1.43756
OFUSG00206.1	0.209032	0.414334	0.629572	0.479415	0.417419	0.568458	0.207499	0.464275	0.25776	0.965604	77.1771	18.3449	157.062
OFUSG00207.1	3.01611	2.01237	4.77467	4.42663	5.73984	5.57029	3.54404	6.32878	6.49637	7.58003	7.95729	7.85516	7.80672
OFUSG00208.1	70.3773	66.0865	89.5555	87.9165	83.7689	80.7512	70.1499	58.8806	50.3836	50.4083	23.195	33.507	20.0454
OFUSG00209.1	0.0664175	0.507055	1.42878	6.56873	0.397036	8.42467	0.795082	14.51	0.428228	4.91987	0.529652	2.66408	0.324414
OFUSG00210.1	34.6025	30.6187	17.8251	21.9124	9.00578	10.1139	4.75965	4.90363	4.53628	3.70651	2.94427	3.23766	2.50561
OFUSG00211.1	3.18717	3.63059	3.1986	3.19209	1.4372	1.992	2.20426	2.31624	1.70195	3.41441	0.859556	1.49965	0.806623
OFUSG00212.1	109.246	91.8097	86.4322	66.9952	78.4757	74.2446	85.7982	69.8808	65.4324	94.8102	55.7338	61.7499	50.8701
OFUSG00213.1	0	1.04014	1.64317	3.1455	1.25442	1.52651	0.910172	1.68685	0.689799	1.18693	3.22914	1.82175	6.20267
OFUSG00213.2	12.0756	18.1955	13.7526	18.6597	15.5935	17.4903	12.2817	13.6797	8.9362	38.0653	54.6661	35.4844	36.4216
OFUSG00214.1	6.39351	6.11031	22.0247	31.1058	20.8883	23.083	11.625	15.9844	10.8371	10.5709	20.2213	24.3473	15.7201
OFUSG00215.1	85.5316	80.2186	30.0392	53.4572	20.7025	32.9979	12.5326	20.1233	14.8186	17.1506	6.62464	7.89688	4.79831
OFUSG00216.1	8.43235	5.50943	4.70227	6.77781	3.29512	4.11994	2.02533	1.79877	1.59566	1.67417	1.25595	1.81759	0.893976
OFUSG00217.1	2.25908	2.39126	3.03099	4.17504	4.04547	5.36697	5.32389	5.99176	9.84607	10.3272	9.83356	15.2096	2.54118
OFUSG00218.1	300.539	337.526	437.171	454.294	444.499	482.497	590.598	552.153	647.149	638.529	245.291	450.044	107.093
OFUSG00218.2	0.57685	0.30573	0.78262	1.63122	2.10734	0.667354	2.12863	4.07923	5.03176	9.24587	3.07156	2.92107	6.74188
OFUSG00219.1	55.3944	39.4198	18.1508	19.6287	13.2115	12.0028	8.35945	7.2345	4.14926	3.92327	3.56131	5.30919	2.3177
OFUSG00220.1	2.89206	1.11121	1.74186	1.46868	0.515257	1.07323	0.479771	0.768902	0.541467	0.352789	0.365803	0.828157	0.592354
OFUSG00221.1	33.3802	36.5788	13.0533	19.1997	3.88521	11.1019	5.97537	8.34779	7.32119	6.93784	6.4501	6.16674	4.43966
OFUSG00221.2	3.69889	24.9725	1.52763	5.44065	3.01334	1.67501	0.571726	0.380724	1.01533	2.63786	1.9889	1.0613	2.12509
OFUSG00222.1	59.9377	47.8777	39.019	56.5577	25.6715	28.4791	20.0905	23.1672	18.8377	26.6051	34.4178	22.146	22.8487
OFUSG00223.1	0	0.109248	3.75189	11.3038	35.7493	46.5552	108.466	130.423	235.415	182.284	29.0241	28.633	15.8082
OFUSG00224.1	12.8121	12.263	0.530419	5.82014	4.23793	5.43904	6.96952	9.78547	10.4922	9.81457	3.80192	5.55311	2.34177
OFUSG00225.1	2.14409	3.63326	7.02579	10.1853	12.3774	13.293	11.7215	29.4654	23.7781	21.8021	2.7501	6.16446	2.64544
OFUSG00225.2	42.5756	44.9486	9.36772	28.5845	17.4058	23.1014	18.2334	28.8877	20.941	21.8021	5.734	9.83805	6.32259
OFUSG00226.1	34.9786	40.8755	49.1629	53.002	58.8872	49.7162	39.8094	38.1835	23.1698	20.636	20.0389	21.6798	21.6851
OFUSG00227.1	1.5994	1.38801	2.28866	2.44605	1.36256	1.52683	0	0.757721	0.377462	0.170696	0.166151	0.183854	0.675265
OFUSG00228.1	0	0.486263	0.150652	0.555241	0.261719	0.420247	0.981898	1.17626	2.33877	3.50669	12.1391	9.35088	19.1466
OFUSG00229.1	1.89722e-06	0.223129	8.04296e-06	2.44974e-06	0.332429	0.961673	1.66417	0.852675	3.76174	4.04719	4.1302	3.71232	3.73001
OFUSG00229.2	0.104943	0	0.166	0.398496	0	0	0	0.629493	0.295496	0.67837	6.48878	3.19616	12.8872
OFUSG00230.1	0.0740716	0	0.670211	0.509812	0.813413	0.377775	1.1033	0.422984	0.627046	0.527091	3.25453	2.6853	0.686729
OFUSG00231.1	22.7753	7.34181	34.2283	9.25459	14.427	18.2923	39.4445	14.2123	23.9601	128.79	55.6757	52.2023	80.3048
OFUSG00232.1	48.4607	23.5227	63.2499	51.5957	52.7801	54.0209	37.1904	38.0031	16.1014	21.4109	11.7879	17.1234	13.0098
OFUSG00233.1	2.13865	2.58021	3.51271	6.01	4.4454	5.83723	4.42348	12.4091	11.5146	16.7474	22.3033	22.0447	29.331
OFUSG00234.1	4.34737	6.25861	7.09154	11.0595	7.62972	17.9692	17.9872	23.6966	16.3211	29.8413	42.8751	42.8639	61.1478
OFUSG00234.2	0.415309	0.66238	0.48082	0.629063	4.55495	2.58804	5.44888	11.0271	19.6553	20.5627	3.52547	4.70865	5.0526
OFUSG00235.1	0.0645913	0.211227	0.594795	0	0.450526	0.528539	0	0.49088	0	0	0.0687426	0.284353	0.165415
OFUSG00236.1	1.27295	1.41336	0.72362	1.47154	2.89587	5.53498	1.31817	0.798839	0.511646	1.15778	0.646946	0.75846	0.438584
OFUSG00236.2	40.6195	33.4577	14.8866	23.5188	19.5048	18.2664	10.6015	28.4674	11.795	14.3426	6.87638	8.58922	4.65461
OFUSG00237.1	62.0688	56.4749	25.2888	24.586	18.9631	20.7152	14.9619	15.0011	9.68029	14.9877	6.50757	8.52235	6.68125
OFUSG00238.1	0	5.66605	0.377811	1.50542	0.173518	5.43669	0.637542	3.14283	0.196216	2.35081	47.5398	7.97386	98.5394
OFUSG00239.1	0.0486629	0	0	0.0257162	0	0	0	0.139064	0.0255758	0.273473	1.55736	0.753069	0.960455
OFUSG00240.1	18.4827	16.1844	4.69783	6.06109	2.57858	3.62183	1.62039	1.76686	1.74162	2.23826	2.32784	1.85967	1.46749
OFUSG00241.1	0.415486	0.168539	0.283656	0.525544	0.489168	0.37815	0.109493	0.220972	0.163615	0.0555089	0.608786	0.186009	1.25752
OFUSG00242.1	85.8708	86.9338	62.327	54.7989	54.774	62.3355	50.3809	47.0493	40.8304	40.9265	30.7132	33.6192	31.6331
OFUSG00243.1	33.1986	39.6808	13.413	21.3651	13.9539	16.3411	8.87817	15.0575	11.165	13.9013	14.2013	13.9826	14.5266
OFUSG00244.1	0.169346	0.183469	0.0427068	0.134591	0.0845009	0.0864145	0.0504901	0	0.0449248	0	0.0319055	0.0221184	0.159559
OFUSG00245.1	2091.78	2147.58	2739.3	2023.59	2076.8	1989.89	2426.32	2103.62	2202.32	2083.65	3552.36	3166.8	3113.18
OFUSG00246.1	0.679958	0.146723	1.05978	1.63922	0.950942	2.66071	1.1326	2.07225	3.75082	2.09895	6.8409	6.21482	15.6376
OFUSG00247.1	0	0.172114	0.159649	0.181551	0.127285	1.2846	0.0385491	0.183036	0.30751	1.69972	0.809157	4.30207	0.190918
OFUSG00248.1	1.72781	0.780827	3.67118	1.23348	10.829	10.5264	14.347	10.7849	6.05918	5.57834	5.26232	3.72724	3.66708
OFUSG00249.1	0.0225584	0.0243077	2.22475	3.09869	21.5947	25.9638	8.20697	16.1612	4.69063	9.58445	3.02536	1.73975	0.488605
OFUSG00250.1	20.697	30.2277	32.025	30.8429	34.5966	35.4266	40.59	38.9849	39.6167	32.714	18.5163	23.0581	18.2842
OFUSG00251.1	103.633	50.2741	35.1963	24.3085	12.1646	9.64454	8.86905	5.77083	5.8843	4.68769	8.34794	4.08078	6.94685
OFUSG00251.2	0.080848	0.968824	0	0.155084	0	0.197388	0.136857	0.106739	0	0.228915	0.203895	0	0
OFUSG00252.1	53.5427	46.7346	44.1022	36.4653	30.3671	32.0679	20.5041	20.3882	17.4523	20.075	11.8402	15.1154	10.267
OFUSG00253.1	0.622255	1.00577	0.45564	0.811791	0.764737	0.971251	0.210737	1.18614	0.139032	0.306199	0.134383	0.575242	0.134734
OFUSG00254.1	1.84849	1.36727	2.74249	1.45175	17.6486	6.61917	20.9222	16.8259	21.5076	16.7585	13.7593	13.5361	5.71428
OFUSG00255.1	2.89891	4.46724	2.00075	4.13546	2.43178	4.50382	3.39552	3.22568	1.99847	2.60046	1.47867	1.89097	1.17183
OFUSG00256.1	3.41148	7.74962	1.77745	3.70451	2.65192	3.09874	3.93569	4.96881	6.47602	11.3612	12.2931	10.2427	11.3036
OFUSG00257.1	39.0239	58.6475	20.5274	35.688	20.8089	30.0194	19.5979	20.6455	12.0632	20.9315	11.4177	12.1184	8.98771
OFUSG00258.1	11.6808	12.4983	8.74103	15.8804	8.20852	18.425	7.78698	16.0422	8.86186	13.189	8.13642	12.5934	12.2859
OFUSG00259.1	0.203273	0.0564646	2.13183	2.47471	25.3981	23.9436	13.7996	25.9394	15.1475	20.7127	11.4758	8.97933	1.8381
OFUSG00259.2	0.581493	0.496491	11.8635	5.12658	103.165	77.5084	92.5705	85.6139	57.2784	63.8882	42.4913	30.4168	34.4715
OFUSG00260.1	97.5483	69.6599	42.0972	33.6644	42.7168	36.1981	39.8075	30.8798	25.8371	22.4495	17.1432	17.3365	19.6453
OFUSG00261.1	58.1868	39.962	17.2574	19.48	18.326	19.9751	10.8463	12.5676	10.0942	14.3771	9.10626	9.87873	10.0488
OFUSG00262.1	100.703	86.1365	23.7344	32.0996	26.2031	26.6849	13.738	24.2915	19.3069	19.758	17.9064	19.3485	25.5624
OFUSG00263.1	38.7279	26.2195	12.3403	7.97848	12.8394	8.78848	15.5394	12.5596	20.1446	14.2176	21.6031	20.117	7.43734
OFUSG00264.1	2.63456	1.61995	2.9165	1.15568	1.99856	1.22932	0.821559	0.489913	0.796355	0.300142	2.22727	0.50578	1.18467
OFUSG00265.1	0.37954	0.245567	0.858489	0.347705	0.834214	0.438245	0.21067	0.192807	0.452374	0.151671	1.46755	0.412486	0.838917
OFUSG00266.1	0.499947	1.92592	12.2301	16.23	31.2479	41.4469	47.0341	41.9796	53.3485	58.292	6.2412	21.8074	3.46753
OFUSG00266.2	175.182	184.323	154.817	182.619	117.056	150.253	78.0258	98.3462	35.7791	61.4529	2.86173	10.3509	3.0236
OFUSG00267.1	9.25118	0	5.67971	0.66891	2.45875	1.21657	1.4033	0	0.389343	0.0958758	0.146735	0.0310533	0.0223613
OFUSG00268.1	7.44835	5.62599	4.98111	11.5918	9.59935	14.2044	6.09132	14.0106	8.31121	11.8899	11.3076	10.9356	10.9817
OFUSG00269.1	81.4233	100.822	112.671	101.588	127.907	116.71	105.44	100.862	57.1641	58.5912	34.9203	44.6776	48.0631
OFUSG00270.1	4.31215	2.00952	1.54714	0.897894	1.36741	1.68897	3.20334	3.19997	7.24299	5.01799	9.33084	7.685	3.87482
OFUSG00271.1	90.2591	128.53	40.8607	75.0252	24.9637	40.4576	17.6743	21.3416	17.95	23.1025	17.2887	18.3387	20.8161
OFUSG00272.1	7.24385	11.8349	3.4367	5.44343	1.52921	2.4849	1.20008	2.06105	6.03712	4.7903	3.1196	3.55836	4.5582
OFUSG00273.1	3.00883	6.60213	7.68331	11.9006	17.3788	15.2948	20.5742	24.7667	31.4194	32.4824	21.5369	41.0239	8.31015
OFUSG00274.1	0	3.32744	1.45963	1.15794	2.65398	1.39221	0.326516	1.76296	1.8332	0.600655	0.561844	0.677353	0.496608
OFUSG00275.1	0.0882311	0.580576	1.09955	0.376364	0.790065	0.632735	0.105962	0.502271	0.479324	0.263826	0.296895	0.882544	0.456801
OFUSG00276.1	0.350719	0.0765793	0.288142	0.189565	0.0698608	0	0	0	0.302102	0.209912	0.30813	0.476702	0.0732756
OFUSG00277.1	0.123586	0.403839	0	0.161552	0.0615898	0.315936	0.295673	0.293563	0.596266	0.277506	0.484842	5.30921	0.878837
OFUSG00278.1	7.22964	7.93563	45.0981	27.4938	93.5101	59.7962	119.603	99.0424	192.67	170.979	139.747	212.78	40.3999
OFUSG00279.1	3.93689	0.312552	3.49772	0.344603	1.90962	4.15308	7.42656	5.22476	5.01489	5.15745	7.95427	4.32846	2.00123
OFUSG00279.2	1.5334	0.317316	4.76741	3.7562	4.56409	3.92553	3.24336	4.81226	7.11796	8.27411	7.45581	7.70186	1.18523
OFUSG00279.3	3.26556	1.70174	4.82079e-06	2.92142	2.12495	0.429209	0.411748	1.23839	3.55553	1.74938	0.169192	2.7045	1.51907
OFUSG00280.1	0.453664	0.196764	0.183408	0.288576	0.0905309	0.0463136	0.0541293	0.215765	0	0.40769	0.22432	0.0670761	0.122696
OFUSG00281.1	8.28709	12.6806	7.07629	9.85035	12.3693	11.2317	12.6492	16.4643	29.8955	32.5901	21.6042	20.4968	10.5776
OFUSG00282.1	810.889	684.382	847.235	693.502	385.473	382.661	178.112	160.253	73.0367	84.9351	44.6779	61.5765	39.55
OFUSG00283.1	1.75423	2.69319	0.930053	1.76726	2.24399	1.94793	3.7815	2.4331	5.90757	4.97273	5.02938	5.80997	4.93874
OFUSG00284.1	0.302017	0.994563	1.80312	1.70582	3.08429	4.27172	3.87093	3.67434	15.8151	15.277	7.021	7.4341	7.59035
OFUSG00285.1	35.3166	55.5525	60.8512	45.3369	48.0564	36.5666	46.3881	30.3533	27.7947	24.4375	15.6647	18.821	16.487
OFUSG00286.1	11.8531	25.2867	2.26094	6.80128	1.57664	1.86435	2.64237	2.44718	3.22343	3.2067	5.8452	4.25592	4.96778
OFUSG00286.2	9.96997	10.0746	2.39706	0.774435	1.67483	1.74761	0.499217	0.600549	2.00089	0.816943	4.05593	0.809215	2.57879
OFUSG00286.3	2.67971	10.0197	4.52757	8.98589	3.10717	4.12041	1.80923	1.15532	1.3819	1.6989	2.66652	1.37299	4.01538
OFUSG00287.1	2.81356	4.52492	1.19716	6.06414	0.492724	2.30495	0.130154	0.156589	0.0575569	0.109461	0.471781	0.574694	4.63835
OFUSG00288.1	0	0	0	0	0	0	0	0	0.124182	0	0	0.0325646	0
OFUSG00289.1	0.0871679	1.18088	0.836006	3.69554	2.43555	4.04823	1.92356	5.63889	3.42466	5.3531	6.97287	6.91882	9.66452
OFUSG00288.2	0	0.971409	0.309218	2.95196	1.85752	9.62277	0.354135	2.5316	0.515064	3.53533	0.256759	0.485399	0.101209
OFUSG00290.1	0.575735	0.175389	0.70828	1.06558	0.827089	1.68693	0.504114	1.96392	0.72941	1.73345	1.19984	1.61529	0.659407
OFUSG00291.1	0.377937	0.0825952	0.0778768	0.965897	0.752395	1.54752	0	0.215282	0.24487	0.452281	0.095995	0.0324731	0.069984
OFUSG00292.1	0.225482	0.694559	1.61944	4.09087	1.27201	3.01183	0.153234	0.737481	0.406669	0.955683	0.0845533	0.224434	0.108099
OFUSG00292.2	0	0.309989	0.599888	1.6935	0	0.306104	0.284001	2.32471	0.199788	0	0.0250799	0.13856	0.0712559
OFUSG00293.1	0.350075	0	0.188905	0.96786	0	0.401578	0.212514	0.330824	0	0	0	0.0291549	0.23277
OFUSG00294.1	2.73118	0	0.73963	0.137498	0.925363	0	0.924113	1.89596	0.18931	0.0843105	1.71035	1.17855	2.13643
OFUSG00294.2	5.15714e-05	0.869071	1.07416	1.41965	0.473939	1.36188	0	0.185972	0.598689	0.351535	0.415349	0.926094	0.507713
OFUSG00294.3	0	0	0	0	0.418907	0.986889	0.469386	0.164935	0.455982	0.942698	0.746232	0.681214	0.974659
OFUSG00295.1	4.86821	13.9644	6.8338	16.0644	25.9102	28.4375	22.3288	38.209	29.5097	28.0369	22.0275	23.4752	20.7997
OFUSG00295.2	0.117594	0	0.37468	0.725833	2.16326	2.76271	1.55439	5.084	4.43346	6.13308	5.45923	5.71597	8.49202
OFUSG00295.3	0	0	0	0	0	0	0	0	0	0	0	0	0.165218
OFUSG00295.4	1.18929	0.859833	0.480129	2.45857	4.58673	6.12043	7.1579	7.91814	6.81994	5.6708	3.69814	3.16481	5.98949
OFUSG00296.1	0.156106	0	0.15714	0.0826725	0.62329	0.637056	0.69778	0.668489	0.537423	0.409237	0.909093	0.646475	0.414392
OFUSG00297.1	0.351184	0.11337	3.17357	4.50528	15.7966	16.1778	7.32196	9.67223	4.02785	3.21091	1.57979	2.38794	0.502857
OFUSG00298.1	0.0576815	0.132669	0.0325414	0.13902	0.140109	0.209527	0.0293255	0.180732	0.12025	0.179133	1.38704	0.57573	1.57115
OFUSG00299.1	0.175899	0.210426	2.91492	3.22019	17.5606	14.866	27.7781	29.6669	50.3297	46.4878	43.8588	41.996	10.3157
OFUSG00300.1	1512.04	1135.33	2505.34	1346.34	1447.89	1296.48	918.24	690.731	414.128	401.648	560.578	434.051	472.74
OFUSG00301.1	212.923	200.816	169.865	234.182	139.958	156.642	61.9171	97.3124	46.7786	59.3146	85.1092	80.4557	81.9183
OFUSG00302.1	35.6757	66.0512	15.7703	50.3879	25.0044	27.7046	14.4071	33.545	19.7507	20.3499	15.8615	16.6163	11.4508
OFUSG00302.2	32.1213	40.7648	9.36733	29.622	9.52548	13.6676	2.57811	5.48207	4.77199	7.73868	4.03037	5.64618	4.34511
OFUSG00303.1	153.925	226.314	88.9655	166.998	98.1486	130.091	70.6784	121.32	74.0825	77.9641	39.5885	44.7559	29.345
OFUSG00304.1	24.1232	19.7464	15.2714	16.225	15.7837	19.6969	13.6663	16.8329	12.8234	15.4241	1.64341	5.81917	1.13973
OFUSG00305.1	4.26895	6.77333	1.18836	1.86538	0.60693	1.3676	1.2899	4.82209	4.33841	11.2249	2.778	7.86203	3.30297
OFUSG00306.1	0.490267	1.01621	2.34503	1.07375	1.16157	1.42348	1.05711	0.778677	0.627831	1.17029	1.73411	1.14902	3.22301
OFUSG00307.1	0.534327	0	1.66643	0	2.32593	1.25914	4.42697	3.36555	4.5859	2.79577	8.2278	2.82789	15.6958
OFUSG00307.2	0.312949	0.0965828	1.05854	0.75697	1.30162	1.26235	0.928722	0.318123	1.21134	0.374084	1.85002	0.80577	2.25923
OFUSG00308.1	0.465271	0	1.68394	1.22881	6.53064	4.84604	5.70646	4.93671	0.909924	1.20445	0.0989868	0.0575533	0.0579313
OFUSG00309.1	48.9517	39.462	12.6784	7.67283	7.03563	6.73992	5.5753	4.20822	5.04501	3.15006	0.613235	1.15878	1.22423
OFUSG00310.1	31.7844	55.8592	1.60099	11.1581	0.815566	2.4847	2.45915	1.55521	0	1.22212	0.358799	0.504932	0
OFUSG00310.2	108.181	143.341	10.3922	19.8649	7.04229	10.8765	0	4.1845	1.93302	1.95101	0.929819	2.27252	0.440236
OFUSG00311.1	0.807614	0.251051	1.23411	0.98029	1.43781	0.412749	1.9999	1.0417	1.91314	0.604614	2.89602	1.4182	1.62432
OFUSG00312.1	17.1687	44.8547	24.3125	27.3154	33.9759	23.0736	41.2278	37.3078	45.8202	42.3268	16.1354	30.0262	0
OFUSG00312.2	18.6051	10.697	12.6193	6.00242	11.7742	10.3078	15.0384	11.5764	13.2548	12.3708	15.4654	10.9627	14.4405
OFUSG00313.1	7.20084	5.97232	1.96201	5.32512	3.21607	4.35587	1.70707	5.04517	2.8689	4.38609	6.54859	4.91574	7.52568
OFUSG00314.1	2.82881	1.31496	2.46744	2.02071	2.25761	2.52834	2.41876	1.57067	1.72914	1.43883	1.41611	1.94078	1.14935
OFUSG00315.1	0.719325	0.243713	1.04482	0.38128	0.493449	0.642525	0.429107	0.128296	0.0477727	0.269349	0.0483361	0.0782145	0.190357
OFUSG00316.1	1.11082	1.60602	0.890447	0.859812	1.54573	1.43045	1.5447	2.49113	1.40422	2.35449	2.18507	4.11417	4.14526
OFUSG00317.1	0.114243	0.757095	0.120456	0.489209	0.908374	0.352345	4.09627	1.08246	2.51642	1.10952	1.24116	0.623332	1.79396
OFUSG00318.1	0	0	0	0	0.148757	0	0	0.283249	0.16716	0	0.430386	0.188388	0.503032
OFUSG00319.1	40.2	21.9823	25.6387	15.955	16.9045	13.7921	15.6869	8.52784	9.40921	7.78915	12.751	6.90836	13.7704
OFUSG00320.1	0.0919868	0	0.883582	0	0.826005	0.0469567	0.164648	0.0437475	0	0	0	0.00399922	0
OFUSG00321.1	0.290487	0	1.06759	0.0341529	0.35455	0.0658141	0.0768644	0	0	0	0.00349299	0.0112852	0.015286
OFUSG00322.1	33.7699	30.832	11.6011	20.7974	10.811	13.5863	7.54928	9.21308	5.95685	6.37415	1.49272	3.09198	1.10762
OFUSG00323.1	87.533	126.379	96.7037	177.94	122.235	187.641	159.378	192.884	223.667	223.375	207.321	224.596	218.311
OFUSG00324.1	234.285	193.631	115.543	162.245	110.164	138.126	95.1782	125.414	92.1284	91.998	107.616	80.5312	145.765
OFUSG00325.1	2.64138	3.8067	0.373741	1.29027	1.08204	0.966869	0.84698	0.805916	1.64561	1.16692	8.31954	4.12676	8.95767
